composite id	composite name	primitive id	primitive name
FMA38411	posterior compartment of forearm	FMA38496	left extensor carpi radialis longus
FMA38411	posterior compartment of forearm	FMA38494	extensor carpi radialis longus
FMA38411	posterior compartment of forearm	FMA38512	supinator
FMA38411	posterior compartment of forearm	FMA38495	right extensor carpi radialis longus
FMA38411	posterior compartment of forearm	FMA38518	extensor pollicis brevis
FMA38411	posterior compartment of forearm	FMA38517	left abductor pollicis longus
FMA38411	posterior compartment of forearm	FMA38519	right extensor pollicis brevis
FMA38411	posterior compartment of forearm	FMA38514	left supinator
FMA38411	posterior compartment of forearm	FMA38513	right supinator
FMA38411	posterior compartment of forearm	FMA38516	right abductor pollicis longus
FMA38411	posterior compartment of forearm	FMA38515	abductor pollicis longus
FMA38411	posterior compartment of forearm	FMA38526	left extensor indicis
FMA38411	posterior compartment of forearm	FMA38501	right extensor digitorum
FMA38411	posterior compartment of forearm	FMA38500	extensor digitorum
FMA38411	posterior compartment of forearm	FMA38524	extensor indicis
FMA38411	posterior compartment of forearm	FMA38485	brachioradialis
FMA38411	posterior compartment of forearm	FMA38525	right extensor indicis
FMA38411	posterior compartment of forearm	FMA38486	right brachioradialis
FMA38411	posterior compartment of forearm	FMA38487	left brachioradialis
FMA38411	posterior compartment of forearm	FMA77260	humeral head of extensor carpi ulnaris
FMA38411	posterior compartment of forearm	FMA77261	ulnar head of extensor carpi ulnaris
FMA38411	posterior compartment of forearm	FMA38508	left extensor carpi ulnaris
FMA38411	posterior compartment of forearm	FMA38507	right extensor carpi ulnaris
FMA38411	posterior compartment of forearm	FMA38506	extensor carpi ulnaris
FMA38411	posterior compartment of forearm	FMA38522	right extensor pollicis longus
FMA38411	posterior compartment of forearm	FMA38505	left extensor digiti minimi
FMA38411	posterior compartment of forearm	FMA38523	left extensor pollicis longus
FMA38411	posterior compartment of forearm	FMA38504	right extensor digiti minimi
FMA38411	posterior compartment of forearm	FMA38503	extensor digiti minimi
FMA38411	posterior compartment of forearm	FMA38520	left extensor pollicis brevis
FMA38411	posterior compartment of forearm	FMA38521	extensor pollicis longus
FMA38411	posterior compartment of forearm	FMA38502	left extensor digitorum
FMA38450	pronator teres	FMA38561	humeral head of left pronator teres
FMA38450	pronator teres	FMA38560	humeral head of right pronator teres
FMA38450	pronator teres	FMA38563	ulnar head of left pronator teres
FMA38450	pronator teres	FMA38562	ulnar head of right pronator teres
FMA38450	pronator teres	FMA38558	humeral head of pronator teres
FMA38450	pronator teres	FMA38559	ulnar head of pronator teres
FMA38453	pronator quadratus	FMA38455	left pronator quadratus
FMA38453	pronator quadratus	FMA38454	right pronator quadratus
FMA38459	flexor carpi radialis	FMA38460	right flexor carpi radialis
FMA38459	flexor carpi radialis	FMA38461	left flexor carpi radialis
FMA38462	palmaris longus	FMA38464	left palmaris longus
FMA38462	palmaris longus	FMA38463	right palmaris longus
FMA38465	flexor carpi ulnaris	FMA38615	humeral head of flexor carpi ulnaris
FMA38465	flexor carpi ulnaris	FMA38617	humeral head of right flexor carpi ulnaris
FMA38465	flexor carpi ulnaris	FMA38616	ulnar head of flexor carpi ulnaris
FMA38465	flexor carpi ulnaris	FMA38619	ulnar head of right flexor carpi ulnaris
FMA38465	flexor carpi ulnaris	FMA38618	humeral head of left flexor carpi ulnaris
FMA38465	flexor carpi ulnaris	FMA38620	ulnar head of left flexor carpi ulnaris
FMA38469	flexor digitorum superficialis	FMA38639	humeroulnar head of left flexor digitorum superficialis
FMA38469	flexor digitorum superficialis	FMA38638	humeroulnar head of right flexor digitorum superficialis
FMA38469	flexor digitorum superficialis	FMA38640	radial head of right flexor digitorum superficialis
FMA38469	flexor digitorum superficialis	FMA38637	radial head of flexor digitorum superficialis
FMA38469	flexor digitorum superficialis	FMA38641	radial head of left flexor digitorum superficialis
FMA38469	flexor digitorum superficialis	FMA38636	humero-ulnar head of flexor digitorum superficialis
FMA38478	flexor digitorum profundus	FMA38479	right flexor digitorum profundus
FMA38478	flexor digitorum profundus	FMA38480	left flexor digitorum profundus
FMA38481	flexor pollicis longus	FMA38484	left flexor pollicis longus
FMA38481	flexor pollicis longus	FMA38482	right flexor pollicis longus
FMA38485	brachioradialis	FMA38486	right brachioradialis
FMA38485	brachioradialis	FMA38487	left brachioradialis
FMA38494	extensor carpi radialis longus	FMA38496	left extensor carpi radialis longus
FMA38494	extensor carpi radialis longus	FMA38495	right extensor carpi radialis longus
FMA38497	extensor carpi radialis brevis	FMA38498	right extensor carpi radialis brevis
FMA38497	extensor carpi radialis brevis	FMA38499	left extensor carpi radialis brevis
FMA38500	extensor digitorum	FMA38501	right extensor digitorum
FMA38500	extensor digitorum	FMA38502	left extensor digitorum
FMA38503	extensor digiti minimi	FMA38505	left extensor digiti minimi
FMA38503	extensor digiti minimi	FMA38504	right extensor digiti minimi
FMA38506	extensor carpi ulnaris	FMA77260	humeral head of extensor carpi ulnaris
FMA38506	extensor carpi ulnaris	FMA77261	ulnar head of extensor carpi ulnaris
FMA38506	extensor carpi ulnaris	FMA38508	left extensor carpi ulnaris
FMA38506	extensor carpi ulnaris	FMA38507	right extensor carpi ulnaris
FMA38512	supinator	FMA38514	left supinator
FMA38512	supinator	FMA38513	right supinator
FMA38515	abductor pollicis longus	FMA38517	left abductor pollicis longus
FMA38515	abductor pollicis longus	FMA38516	right abductor pollicis longus
FMA38518	extensor pollicis brevis	FMA38519	right extensor pollicis brevis
FMA38518	extensor pollicis brevis	FMA38520	left extensor pollicis brevis
FMA38521	extensor pollicis longus	FMA38522	right extensor pollicis longus
FMA38521	extensor pollicis longus	FMA38523	left extensor pollicis longus
FMA38524	extensor indicis	FMA38526	left extensor indicis
FMA38524	extensor indicis	FMA38525	right extensor indicis
FMA38558	humeral head of pronator teres	FMA38561	humeral head of left pronator teres
FMA38558	humeral head of pronator teres	FMA38560	humeral head of right pronator teres
FMA38559	ulnar head of pronator teres	FMA38563	ulnar head of left pronator teres
FMA38559	ulnar head of pronator teres	FMA38562	ulnar head of right pronator teres
FMA38615	humeral head of flexor carpi ulnaris	FMA38617	humeral head of right flexor carpi ulnaris
FMA38615	humeral head of flexor carpi ulnaris	FMA38618	humeral head of left flexor carpi ulnaris
FMA38616	ulnar head of flexor carpi ulnaris	FMA38619	ulnar head of right flexor carpi ulnaris
FMA38616	ulnar head of flexor carpi ulnaris	FMA38620	ulnar head of left flexor carpi ulnaris
FMA3862	anterior interventricular branch of left coronary artery	FMA3862nsn	anterior interventricular branch of left coronary artery, nsn
FMA3862	anterior interventricular branch of left coronary artery	FMA71670	set of interventricular septal branches of left coronary artery
FMA38636	humero-ulnar head of flexor digitorum superficialis	FMA38639	humeroulnar head of left flexor digitorum superficialis
FMA38636	humero-ulnar head of flexor digitorum superficialis	FMA38638	humeroulnar head of right flexor digitorum superficialis
FMA38637	radial head of flexor digitorum superficialis	FMA38640	radial head of right flexor digitorum superficialis
FMA38637	radial head of flexor digitorum superficialis	FMA38641	radial head of left flexor digitorum superficialis
FMA3932	brachiocephalic artery	FMA3932nsn	brachiocephalic artery, nsn
FMA3932	brachiocephalic artery	FMA4694	left subclavian artery
FMA3932	brachiocephalic artery	FMA3941	right common carotid artery
FMA3932	brachiocephalic artery	FMA3951	subclavian artery
FMA3932	brachiocephalic artery	FMA3953	right subclavian artery
FMA3939	common carotid artery	FMA4058	left common carotid artery
FMA3939	common carotid artery	FMA3941	right common carotid artery
FMA39432	radio-ulnar syndesmosis	FMA23706	interosseous membrane of forearm
FMA39432	radio-ulnar syndesmosis	FMA23707	interosseous membrane of right forearm
FMA39432	radio-ulnar syndesmosis	FMA23708	interosseous membrane of left forearm
FMA3951	subclavian artery	FMA4694	left subclavian artery
FMA3951	subclavian artery	FMA3953	right subclavian artery
FMA39988	flexor retinaculum of wrist	FMA40120	flexor retinaculum of right wrist
FMA39988	flexor retinaculum of wrist	FMA40121	flexor retinaculum of left wrist
FMA43882	gracilis	FMA43884	left gracilis
FMA43882	gracilis	FMA43883	right gracilis
FMA43885	adductor minimus	FMA43887	left adductor minimus
FMA43885	adductor minimus	FMA43886	right adductor minimus
FMA44248	long plantar ligament	FMA44249	right long plantar ligament
FMA44248	long plantar ligament	FMA44250	left long plantar ligament
FMA45151	anterior compartment of thigh	FMA38930	right vastus lateralis
FMA45151	anterior compartment of thigh	FMA22430	rectus femoris
FMA45151	anterior compartment of thigh	FMA22433	vastus intermedius
FMA45151	anterior compartment of thigh	FMA22431	vastus lateralis
FMA45151	anterior compartment of thigh	FMA38935	left vastus intermedius
FMA45151	anterior compartment of thigh	FMA22432	vastus medialis
FMA45151	anterior compartment of thigh	FMA38934	right vastus intermedius
FMA45151	anterior compartment of thigh	FMA38933	left vastus medialis
FMA45151	anterior compartment of thigh	FMA38932	right vastus medialis
FMA45151	anterior compartment of thigh	FMA38931	left vastus lateralis
FMA45151	anterior compartment of thigh	FMA22428	quadriceps femoris
FMA45151	anterior compartment of thigh	FMA22353	sartorius
FMA45151	anterior compartment of thigh	FMA38928	right rectus femoris
FMA45151	anterior compartment of thigh	FMA38929	left rectus femoris
FMA45151	anterior compartment of thigh	FMA22354	right sartorius
FMA45151	anterior compartment of thigh	FMA22355	left sartorius
FMA45157	posterior compartment of thigh	FMA45892	short head of left biceps femoris
FMA45157	posterior compartment of thigh	FMA45890	short head of biceps femoris
FMA45157	posterior compartment of thigh	FMA45891	short head of right biceps femoris
FMA45157	posterior compartment of thigh	FMA22448	right semimembranosus
FMA45157	posterior compartment of thigh	FMA22449	left semimembranosus
FMA45157	posterior compartment of thigh	FMA22438	semimembranosus
FMA45157	posterior compartment of thigh	FMA45889	long head of left biceps femoris
FMA45157	posterior compartment of thigh	FMA45888	long head of right biceps femoris
FMA45157	posterior compartment of thigh	FMA45887	long head of biceps femoris
FMA45157	posterior compartment of thigh	FMA22356	biceps femoris
FMA45157	posterior compartment of thigh	FMA22357	semitendinosus
FMA45157	posterior compartment of thigh	FMA22358	right semitendinosus
FMA45157	posterior compartment of thigh	FMA22359	left semitendinosus
FMA45160	medial compartment of thigh	FMA22451	left pectineus
FMA45160	medial compartment of thigh	FMA22452	right adductor brevis
FMA45160	medial compartment of thigh	FMA22440	pectineus
FMA45160	medial compartment of thigh	FMA22450	right pectineus
FMA45160	medial compartment of thigh	FMA22441	adductor longus
FMA45160	medial compartment of thigh	FMA22459	right adductor magnus
FMA45160	medial compartment of thigh	FMA22457	left adductor longus
FMA45160	medial compartment of thigh	FMA22442	adductor brevis
FMA45160	medial compartment of thigh	FMA22443	adductor magnus
FMA45160	medial compartment of thigh	FMA22460	left adductor magnus
FMA45160	medial compartment of thigh	FMA22456	right adductor longus
FMA45160	medial compartment of thigh	FMA22454	left adductor brevis
FMA45160	medial compartment of thigh	FMA43887	left adductor minimus
FMA45160	medial compartment of thigh	FMA43886	right adductor minimus
FMA45160	medial compartment of thigh	FMA43885	adductor minimus
FMA45160	medial compartment of thigh	FMA43884	left gracilis
FMA45160	medial compartment of thigh	FMA43883	right gracilis
FMA45160	medial compartment of thigh	FMA43882	gracilis
FMA45163	anterior compartment of leg	FMA22544	right tibialis anterior
FMA45163	anterior compartment of leg	FMA22545	left tibialis anterior
FMA45163	anterior compartment of leg	FMA22546	right extensor hallucis longus
FMA45163	anterior compartment of leg	FMA22547	left extensor hallucis longus
FMA45163	anterior compartment of leg	FMA22548	right extensor digitorum longus
FMA45163	anterior compartment of leg	FMA22550	right fibularis tertius
FMA45163	anterior compartment of leg	FMA22551	left fibularis tertius
FMA45163	anterior compartment of leg	FMA22538	fibularis tertius
FMA45163	anterior compartment of leg	FMA22534	extensor digitorum longus
FMA45163	anterior compartment of leg	FMA22549	left extensor digitorum longus
FMA45163	anterior compartment of leg	FMA22533	extensor hallucis longus
FMA45163	anterior compartment of leg	FMA22532	tibialis anterior
FMA45642	male external genitalia	FMA7211	right testis
FMA45642	male external genitalia	FMA7212	left testis
FMA45642	male external genitalia	FMA19617nsn	corpus spongiosum of penis, nsn
FMA45642	male external genitalia	FMA9707	penis
FMA45642	male external genitalia	FMA19617	corpus spongiosum of penis
FMA45642	male external genitalia	FMA19618	corpus cavernosum of penis
FMA45655	male internal genitalia	FMA19387	right seminal vesicle
FMA45655	male internal genitalia	FMA7211	right testis
FMA45655	male internal genitalia	FMA19388	left seminal vesicle
FMA45655	male internal genitalia	FMA7210	testis
FMA45655	male internal genitalia	FMA18256	right epididymis
FMA45655	male internal genitalia	FMA18257	left epididymis
FMA45655	male internal genitalia	FMA7212	left testis
FMA45655	male internal genitalia	FMA19236	left deferent duct
FMA45655	male internal genitalia	FMA19235	right deferent duct
FMA45664	male genital system	FMA19387	right seminal vesicle
FMA45664	male genital system	FMA19388	left seminal vesicle
FMA45664	male genital system	FMA45642	male external genitalia
FMA45664	male genital system	FMA19617	corpus spongiosum of penis
FMA45664	male genital system	FMA19618	corpus cavernosum of penis
FMA45664	male genital system	FMA7211	right testis
FMA45664	male genital system	FMA7210	testis
FMA45664	male genital system	FMA18256	right epididymis
FMA45664	male genital system	FMA7212	left testis
FMA45664	male genital system	FMA19617nsn	corpus spongiosum of penis, nsn
FMA45664	male genital system	FMA18257	left epididymis
FMA45664	male genital system	FMA19236	left deferent duct
FMA45664	male genital system	FMA19235	right deferent duct
FMA45664	male genital system	FMA9707	penis
FMA45664	male genital system	FMA45655	male internal genitalia
FMA45738	platysma	FMA45739	right platysma
FMA45738	platysma	FMA45740	left platysma
FMA45887	long head of biceps femoris	FMA45889	long head of left biceps femoris
FMA45887	long head of biceps femoris	FMA45888	long head of right biceps femoris
FMA45890	short head of biceps femoris	FMA45892	short head of left biceps femoris
FMA45890	short head of biceps femoris	FMA45891	short head of right biceps femoris
FMA45956	medial head of gastrocnemius	FMA45957	medial head of right gastrocnemius
FMA45956	medial head of gastrocnemius	FMA45958	medial head of left gastrocnemius
FMA45959	lateral head of gastrocnemius	FMA45961	lateral head of left gastrocnemius
FMA45959	lateral head of gastrocnemius	FMA45960	lateral head of right gastrocnemius
FMA45969	medial head of flexor hallucis brevis	FMA45971	medial head of right flexor hallucis brevis
FMA45969	medial head of flexor hallucis brevis	FMA45972	medial head of left flexor hallucis brevis
FMA45970	lateral head of flexor hallucis brevis	FMA45973	lateral head of right flexor hallucis brevis
FMA45970	lateral head of flexor hallucis brevis	FMA45974	lateral head of left flexor hallucis brevis
FMA46014	oblique head of adductor hallucis	FMA46018	oblique head of right adductor hallucis
FMA46014	oblique head of adductor hallucis	FMA46019	oblique head of left adductor hallucis
FMA46015	transverse head of adductor hallucis	FMA46020	transverse head of right adductor hallucis
FMA46015	transverse head of adductor hallucis	FMA46021	transverse head of left adductor hallucis
FMA46104	superficial head of flexor pollicis brevis	FMA65198	superficial head of right flexor pollicis brevis
FMA46104	superficial head of flexor pollicis brevis	FMA65199	superficial head of left flexor pollicis brevis
FMA46107	deep head of flexor pollicis brevis	FMA46111	deep head of left flexor pollicis brevis
FMA46107	deep head of flexor pollicis brevis	FMA46110	deep head of right flexor pollicis brevis
FMA46119	oblique head of adductor pollicis	FMA46122	oblique head of left adductor pollicis
FMA46119	oblique head of adductor pollicis	FMA46121	oblique head of right adductor pollicis
FMA46120	transverse head of adductor pollicis	FMA46124	transverse head of left adductor pollicis
FMA46120	transverse head of adductor pollicis	FMA46123	transverse head of right adductor pollicis
FMA46291	digastric	FMA46302	anterior belly of digastric
FMA46291	digastric	FMA46303	posterior belly of digastric
FMA46291	digastric	FMA46304	anterior belly of right digastric
FMA46291	digastric	FMA46305	anterior belly of left digastric
FMA46291	digastric	FMA46306	posterior belly of right digastric
FMA46291	digastric	FMA46307	posterior belly of left digastric
FMA46302	anterior belly of digastric	FMA46304	anterior belly of right digastric
FMA46302	anterior belly of digastric	FMA46305	anterior belly of left digastric
FMA46303	posterior belly of digastric	FMA46306	posterior belly of right digastric
FMA46303	posterior belly of digastric	FMA46307	posterior belly of left digastric
FMA46308	longus capitis	FMA46309	right longus capitis
FMA46308	longus capitis	FMA46310	left longus capitis
FMA46312	rectus capitis anterior	FMA46314	left rectus capitis anterior
FMA46312	rectus capitis anterior	FMA46313	right rectus capitis anterior
FMA46316	rectus capitis lateralis	FMA46318	left rectus capitis lateralis
FMA46316	rectus capitis lateralis	FMA46317	right rectus capitis lateralis
FMA46320	mylohyoid	FMA46321	right mylohyoid
FMA46320	mylohyoid	FMA46322	left mylohyoid
FMA46325	geniohyoid	FMA46327	left geniohyoid
FMA46325	geniohyoid	FMA46326	right geniohyoid
FMA46472	nose	FMA59837	bony part of nasal septum
FMA46472	nose	FMA55611	left procerus
FMA46472	nose	FMA60118	skeleton of nasal septum
FMA46472	nose	FMA55610	right procerus
FMA46472	nose	FMA54738	left inferior nasal concha
FMA46472	nose	FMA9710	vomer
FMA46472	nose	FMA54737	right inferior nasal concha
FMA46472	nose	FMA54736	inferior nasal concha
FMA46472	nose	FMA59516	root of nose
FMA46472	nose	FMA53647	right nasal bone
FMA46472	nose	FMA46769	procerus
FMA46472	nose	FMA53648	left nasal bone
FMA46472	nose	FMA46489	subdivision of external nose
FMA46472	nose	FMA52745	nasal bone
FMA46472	nose	FMA46770	nasalis
FMA46472	nose	FMA55607	left nasalis
FMA46472	nose	FMA55606	right nasalis
FMA46472	nose	FMA54375	nasal septum
FMA46476	cheek	FMA48996	masseter
FMA46476	cheek	FMA49013	left medial pterygoid
FMA46476	cheek	FMA46488	buccal part of mouth
FMA46476	cheek	FMA49012	right medial pterygoid
FMA46476	cheek	FMA49005	deep part of left masseter
FMA46476	cheek	FMA49003	deep part of masseter
FMA46476	cheek	FMA52747	zygomatic bone
FMA46476	cheek	FMA49004	deep part of right masseter
FMA46476	cheek	FMA49001	superficial part of right masseter
FMA46476	cheek	FMA49002	superficial part of left masseter
FMA46476	cheek	FMA52892	right zygomatic bone
FMA46476	cheek	FMA52893	left zygomatic bone
FMA46476	cheek	FMA49000	superficial part of masseter
FMA46488	buccal part of mouth	FMA49013	left medial pterygoid
FMA46488	buccal part of mouth	FMA49012	right medial pterygoid
FMA46489	subdivision of external nose	FMA59516	root of nose
FMA46489	subdivision of external nose	FMA53647	right nasal bone
FMA46489	subdivision of external nose	FMA55611	left procerus
FMA46489	subdivision of external nose	FMA46769	procerus
FMA46489	subdivision of external nose	FMA53648	left nasal bone
FMA46489	subdivision of external nose	FMA55610	right procerus
FMA46489	subdivision of external nose	FMA52745	nasal bone
FMA46495	chin	FMA46825	mentalis
FMA46495	chin	FMA46816	depressor labii inferioris
FMA46495	chin	FMA46818	left depressor labii inferioris
FMA46495	chin	FMA46827	left mentalis
FMA46495	chin	FMA46817	right depressor labii inferioris
FMA46495	chin	FMA46826	right mentalis
FMA46565	skull	FMA59837	bony part of nasal septum
FMA46565	skull	FMA53650	left maxilla
FMA46565	skull	FMA53655	right palatine bone
FMA46565	skull	FMA53656	left palatine bone
FMA46565	skull	FMA52788	right parietal bone
FMA46565	skull	FMA53647	right nasal bone
FMA46565	skull	FMA52789	left parietal bone
FMA46565	skull	FMA53646	left lacrimal bone
FMA46565	skull	FMA53649	right maxilla
FMA46565	skull	FMA53648	left nasal bone
FMA46565	skull	FMA52801	basicranium
FMA46565	skull	FMA59660	mucosa of mouth
FMA46565	skull	FMA52745	nasal bone
FMA46565	skull	FMA52747	zygomatic bone
FMA46565	skull	FMA54379	orbital compartment
FMA46565	skull	FMA52746	palatine bone
FMA46565	skull	FMA52749	hyoid bone
FMA46565	skull	FMA52748	mandible
FMA46565	skull	FMA9613	parietal bone
FMA46565	skull	FMA52892	right zygomatic bone
FMA46565	skull	FMA52893	left zygomatic bone
FMA46565	skull	FMA9711	maxilla
FMA46565	skull	FMA52740	ethmoid
FMA46565	skull	FMA52741	lacrimal bone
FMA46565	skull	FMA59764	gingiva of lower jaw
FMA46565	skull	FMA53645	right lacrimal bone
FMA46565	skull	FMA59763	gingiva of upper jaw
FMA46565	skull	FMA59762	gingiva
FMA46565	skull	FMA54738	left inferior nasal concha
FMA46565	skull	FMA9710	vomer
FMA46565	skull	FMA54737	right inferior nasal concha
FMA46565	skull	FMA54736	inferior nasal concha
FMA46565	skull	FMA53673	viscerocranium
FMA46565	skull	FMA53672	neurocranium
FMA46565	skull	FMA53074	orbit
FMA46565	skull	FMA52736	sphenoid bone
FMA46565	skull	FMA52735	occipital bone
FMA46565	skull	FMA52734	frontal bone
FMA46565	skull	FMA52739	left temporal bone
FMA46565	skull	FMA52738	right temporal bone
FMA46565	skull	FMA52737	temporal bone
FMA46569	fascicular architecture of muscle	FMA38558	humeral head of pronator teres
FMA46569	fascicular architecture of muscle	FMA38559	ulnar head of pronator teres
FMA46569	fascicular architecture of muscle	FMA34687	clavicular part of pectoralis major
FMA46569	fascicular architecture of muscle	FMA46302	anterior belly of digastric
FMA46569	fascicular architecture of muscle	FMA46303	posterior belly of digastric
FMA46569	fascicular architecture of muscle	FMA258850	right intermediate tendon
FMA46569	fascicular architecture of muscle	FMA46304	anterior belly of right digastric
FMA46569	fascicular architecture of muscle	FMA46305	anterior belly of left digastric
FMA46569	fascicular architecture of muscle	FMA46306	posterior belly of right digastric
FMA46569	fascicular architecture of muscle	FMA46307	posterior belly of left digastric
FMA46569	fascicular architecture of muscle	FMA38640	radial head of right flexor digitorum superficialis
FMA46569	fascicular architecture of muscle	FMA45970	lateral head of flexor hallucis brevis
FMA46569	fascicular architecture of muscle	FMA38641	radial head of left flexor digitorum superficialis
FMA46569	fascicular architecture of muscle	FMA45971	medial head of right flexor hallucis brevis
FMA46569	fascicular architecture of muscle	FMA45972	medial head of left flexor hallucis brevis
FMA46569	fascicular architecture of muscle	FMA45973	lateral head of right flexor hallucis brevis
FMA46569	fascicular architecture of muscle	FMA45974	lateral head of left flexor hallucis brevis
FMA46569	fascicular architecture of muscle	FMA37695	medial head of right triceps brachii
FMA46569	fascicular architecture of muscle	FMA19855	inguinal ligament
FMA46569	fascicular architecture of muscle	FMA37696	medial head of left triceps brachii
FMA46569	fascicular architecture of muscle	FMA37697	lateral head of right triceps brachii
FMA46569	fascicular architecture of muscle	FMA37698	lateral head of left triceps brachii
FMA46569	fascicular architecture of muscle	FMA45969	medial head of flexor hallucis brevis
FMA46569	fascicular architecture of muscle	FMA37692	long head of triceps brachii
FMA46569	fascicular architecture of muscle	FMA37693	medial head of triceps brachii
FMA46569	fascicular architecture of muscle	FMA37694	lateral head of triceps brachii
FMA46569	fascicular architecture of muscle	FMA21964	right inguinal ligament
FMA46569	fascicular architecture of muscle	FMA21965	left inguinal ligament
FMA46569	fascicular architecture of muscle	FMA37699	long head of right triceps brachii
FMA46569	fascicular architecture of muscle	FMA34691	clavicular part of left pectoralis major
FMA46569	fascicular architecture of muscle	FMA34690	clavicular part of right pectoralis major
FMA46569	fascicular architecture of muscle	FMA9722	aponeurosis
FMA46569	fascicular architecture of muscle	FMA45892	short head of left biceps femoris
FMA46569	fascicular architecture of muscle	FMA45890	short head of biceps femoris
FMA46569	fascicular architecture of muscle	FMA45891	short head of right biceps femoris
FMA46569	fascicular architecture of muscle	FMA9721	tendon
FMA46569	fascicular architecture of muscle	FMA37682	short head of biceps brachii
FMA46569	fascicular architecture of muscle	FMA37683	long head of biceps brachii
FMA46569	fascicular architecture of muscle	FMA46015	transverse head of adductor hallucis
FMA46569	fascicular architecture of muscle	FMA46018	oblique head of right adductor hallucis
FMA46569	fascicular architecture of muscle	FMA37686	long head of right biceps brachii
FMA46569	fascicular architecture of muscle	FMA37687	long head of left biceps brachii
FMA46569	fascicular architecture of muscle	FMA46019	oblique head of left adductor hallucis
FMA46569	fascicular architecture of muscle	FMA37684	short head of right biceps brachii
FMA46569	fascicular architecture of muscle	FMA37685	short head of left biceps brachii
FMA46569	fascicular architecture of muscle	FMA264840	left intermediate tendon
FMA46569	fascicular architecture of muscle	FMA9719	muscle belly
FMA46569	fascicular architecture of muscle	FMA46014	oblique head of adductor hallucis
FMA46569	fascicular architecture of muscle	FMA77260	humeral head of extensor carpi ulnaris
FMA46569	fascicular architecture of muscle	FMA77261	ulnar head of extensor carpi ulnaris
FMA46569	fascicular architecture of muscle	FMA81752	right cervical rotator
FMA46569	fascicular architecture of muscle	FMA81753	left cervical rotator
FMA46569	fascicular architecture of muscle	FMA38615	humeral head of flexor carpi ulnaris
FMA46569	fascicular architecture of muscle	FMA38617	humeral head of right flexor carpi ulnaris
FMA46569	fascicular architecture of muscle	FMA38616	ulnar head of flexor carpi ulnaris
FMA46569	fascicular architecture of muscle	FMA38619	ulnar head of right flexor carpi ulnaris
FMA46569	fascicular architecture of muscle	FMA38618	humeral head of left flexor carpi ulnaris
FMA46569	fascicular architecture of muscle	FMA23090	left lumbar rotator
FMA46569	fascicular architecture of muscle	FMA85453	head of muscle organ
FMA46569	fascicular architecture of muscle	FMA46120	transverse head of adductor pollicis
FMA46569	fascicular architecture of muscle	FMA37700	long head of left triceps brachii
FMA46569	fascicular architecture of muscle	FMA65198	superficial head of right flexor pollicis brevis
FMA46569	fascicular architecture of muscle	FMA46124	transverse head of left adductor pollicis
FMA46569	fascicular architecture of muscle	FMA46123	transverse head of right adductor pollicis
FMA46569	fascicular architecture of muscle	FMA46122	oblique head of left adductor pollicis
FMA46569	fascicular architecture of muscle	FMA46121	oblique head of right adductor pollicis
FMA46569	fascicular architecture of muscle	FMA65410	intermediate tendon
FMA46569	fascicular architecture of muscle	FMA46442	tendinous arch of levator ani
FMA46569	fascicular architecture of muscle	FMA65199	superficial head of left flexor pollicis brevis
FMA46569	fascicular architecture of muscle	FMA46020	transverse head of right adductor hallucis
FMA46569	fascicular architecture of muscle	FMA45889	long head of left biceps femoris
FMA46569	fascicular architecture of muscle	FMA46021	transverse head of left adductor hallucis
FMA46569	fascicular architecture of muscle	FMA45888	long head of right biceps femoris
FMA46569	fascicular architecture of muscle	FMA45887	long head of biceps femoris
FMA46569	fascicular architecture of muscle	FMA46111	deep head of left flexor pollicis brevis
FMA46569	fascicular architecture of muscle	FMA38639	humeroulnar head of left flexor digitorum superficialis
FMA46569	fascicular architecture of muscle	FMA46110	deep head of right flexor pollicis brevis
FMA46569	fascicular architecture of muscle	FMA38638	humeroulnar head of right flexor digitorum superficialis
FMA46569	fascicular architecture of muscle	FMA45961	lateral head of left gastrocnemius
FMA46569	fascicular architecture of muscle	FMA45960	lateral head of right gastrocnemius
FMA46569	fascicular architecture of muscle	FMA38637	radial head of flexor digitorum superficialis
FMA46569	fascicular architecture of muscle	FMA38636	humero-ulnar head of flexor digitorum superficialis
FMA46569	fascicular architecture of muscle	FMA46119	oblique head of adductor pollicis
FMA46569	fascicular architecture of muscle	FMA45959	lateral head of gastrocnemius
FMA46569	fascicular architecture of muscle	FMA45957	medial head of right gastrocnemius
FMA46569	fascicular architecture of muscle	FMA45958	medial head of left gastrocnemius
FMA46569	fascicular architecture of muscle	FMA23082	cervical rotator
FMA46569	fascicular architecture of muscle	FMA23081	rotator muscle
FMA46569	fascicular architecture of muscle	FMA45956	medial head of gastrocnemius
FMA46569	fascicular architecture of muscle	FMA38620	ulnar head of left flexor carpi ulnaris
FMA46569	fascicular architecture of muscle	FMA46107	deep head of flexor pollicis brevis
FMA46569	fascicular architecture of muscle	FMA49020	upper head of lateral pterygoid
FMA46569	fascicular architecture of muscle	FMA46104	superficial head of flexor pollicis brevis
FMA46569	fascicular architecture of muscle	FMA49024	upper head of right lateral pterygoid
FMA46569	fascicular architecture of muscle	FMA38561	humeral head of left pronator teres
FMA46569	fascicular architecture of muscle	FMA46768	aponeurosis of epicranius
FMA46569	fascicular architecture of muscle	FMA49023	lower head of left lateral pterygoid
FMA46569	fascicular architecture of muscle	FMA38560	humeral head of right pronator teres
FMA46569	fascicular architecture of muscle	FMA38563	ulnar head of left pronator teres
FMA46569	fascicular architecture of muscle	FMA49022	lower head of right lateral pterygoid
